fecha,elap,co2,temp,humedad
2022-04-06 11:30:43.272515,12.363584518432617,1589,25,36
2022-04-06 11:30:44.569028,13.66009783744812,1553,25,35
2022-04-06 11:30:46.375992,15.467061042785645,1512,25,34
2022-04-06 11:30:48.184428,17.27549695968628,1471,25,34
2022-04-06 11:30:50.496295,19.587364196777344,1401,25,34
2022-04-06 11:30:52.815574,21.906643629074097,1248,25,34
2022-04-06 11:30:54.625195,23.716264486312866,1082,25,33
2022-04-06 11:30:56.937849,26.028918027877808,1030,25,33
2022-04-06 11:30:59.248211,28.339280128479004,980,25,33
